technology,github_repo_query,github_activity_query,github_repository_count,github_issue_count_180d,github_pr_count_180d,github_activity_count_180d,github_repo_score,github_activity_score,repo_incomplete_results,issue_incomplete_results,pr_incomplete_results,sample_repositories,sample_issues_or_prs,from_date_utc,to_date_utc,metric_basis,metric_note
Groovy,"Groovy in:name,description,readme",Groovy,77997,8776,126976,135752,0.1327,0.3124,False,False,False,apache/groovy; Aman-Mandal/groovy; groovy/groovy-core; exercism/groovy; SmartThingsCommunity/SmartThingsPublic,https://github.com/hugegraph/hugegraph/issues/187; https://github.com/micronaut-projects/micronaut-micrometer/issues/1214; https://github.com/peasantsboot/ProcessIntegrationPipelineSampleScenarios/issues/6,2026-02-15,2026-08-14,GitHub Search API repo total_count + issue/PR updated in recent 180d,
Neo4j,"Neo4j in:name,description,readme",Neo4j,114220,14371,50201,64572,0.1958,0.1468,False,False,False,neo4j/neo4j; tpires/neo4j; prowler-cloud/prowler; getzep/graphiti; neo4j-labs/llm-graph-builder,https://github.com/opendr-io/protostar-web/issues/77; https://github.com/TableProApp/TablePro/issues/1986; https://github.com/sourcey/agent-ready-services/issues/162,2026-02-15,2026-08-14,GitHub Search API repo total_count + issue/PR updated in recent 180d,
XGBoost,"XGBoost in:name,description,readme",XGBoost,463194,6201,18224,24425,0.8037,0.0534,False,False,False,dmlc/xgboost; dataworkshop/xgboost; krishnaik06/Xgboost; thecodemasterk/XGboost; shap/shap,https://github.com/someonefromsomeplace/predictive-maintenance-mlops/issues/5; https://github.com/eeeoi/ai-fraud-detection-system/issues/4; https://github.com/Tinashe531/FreshMart/issues/3,2026-02-15,2026-08-14,GitHub Search API repo total_count + issue/PR updated in recent 180d,
Cypher,"Cypher in:name,description,readme",Cypher,50504,8457,28254,36711,0.0848,0.0819,False,False,False,NullArray/Cypher; Dark-Xploit/CypherX; z1labs/Cypher; Dark-Xploit/CypherX-Ultra; TristanCage/CypherX,https://github.com/ashgard5/school-projects/issues/1; https://github.com/wazootech/worlds-client-ts/issues/146; https://github.com/mrkwnzl/cypher-srd-deutsch/issues/20,2026-02-15,2026-08-14,GitHub Search API repo total_count + issue/PR updated in recent 180d,
Postman,"Postman in:name,description,readme",Postman,956225,22192,63667,85859,1.6625,0.1963,False,False,False,taylonr/postman; zachlatta/postman; kodekloudhub/postman; srgantmoomoo/postman; typesense/postman,https://github.com/Minh-Quoc-Nguyen/TDP-Training/issues/1; https://github.com/mattbaise/Data-Notebooks-Week5/issues/2; https://github.com/sandyeissa43/simple-ewallet-system/issues/14,2026-02-15,2026-08-14,GitHub Search API repo total_count + issue/PR updated in recent 180d,
Bicep,"Bicep in:name,description,readme",Bicep,33140,11130,36322,47452,0.0546,0.1069,False,False,False,Azure/bicep; Azure/azure-quickstart-templates; Azure/ALZ-Bicep; Azure/bicep-registry-modules; Azure/azure-resource-manager-schemas,https://github.com/nkaruna09/RentFlow/issues/50; https://github.com/thebharathkumar/project-transfer/issues/8; https://github.com/nkaruna09/RentFlow/issues/47,2026-02-15,2026-08-14,GitHub Search API repo total_count + issue/PR updated in recent 180d,
Solidity,"Solidity in:name,description,readme",Solidity,353573,16770,41319,58089,0.6127,0.1317,False,False,False,argotorg/solidity; TheAlgorithms/Solidity; joaneeet7/Solidity; onchain-id/solidity; smartcontractkit/full-blockchain-solidity-course-js,https://github.com/ahmad20244/web3-learning/issues/8; https://github.com/pedrouid/eip-8130-website/issues/2; https://github.com/mario-eth/soldeer/issues/359,2026-02-15,2026-08-14,GitHub Search API repo total_count + issue/PR updated in recent 180d,
VBA,"VBA in:name,description,readme",VBA,79305,3290,6087,9377,0.135,0.0184,False,False,False,AllenMattson/VBA; outflanknl/EvilClippy; VBA-tools/VBA-JSON; areed1192/sigma_coding_youtube; S3cur3Th1sSh1t/OffensiveVBA,https://github.com/luiznicolau-dot/Projetos-PCO/issues/67; https://github.com/toxicphreAK/python-docx-ng/issues/128; https://github.com/StevenMcGann/media-transfer-scan-tool/issues/25,2026-02-15,2026-08-14,GitHub Search API repo total_count + issue/PR updated in recent 180d,
SolidJS,"SolidJS in:name,description,readme",SolidJS,17568,2487,18336,20823,0.0274,0.045,False,False,False,clauderic/dnd-kit; yuantuo666/baiduwp-php; solidjs/solid; AlistGo/alist; solidjs/solid-start,https://github.com/solidjs-community/storybook/issues/56; https://github.com/sharkui-inc/shark-ui/issues/35; https://github.com/monkeytypegame/monkeytype/issues/8339,2026-02-15,2026-08-14,GitHub Search API repo total_count + issue/PR updated in recent 180d,
styled-components,"""styled-components"" in:name,description,readme","""styled-components""",378476,6412,45617,52029,0.6561,0.1176,False,False,False,styled-components/styled-components-website; styled-components/awesome-styled-components; styled-components/styled-components; proksh/atomize; styled-components/vscode-styled-components,https://github.com/rgaspary/widget-dashboard/issues/9; https://github.com/idomand/stayInTouch/issues/60; https://github.com/98OO/colla-frontend/issues/235,2026-02-15,2026-08-14,GitHub Search API repo total_count + issue/PR updated in recent 180d,
Gatsby,"Gatsby in:name,description,readme",Gatsby,272019,2871,28756,31627,0.4707,0.0701,False,False,False,gatsbyjs/gatsby; gatsbyjs/gatsby-starter-blog; bchiang7/v4; gatsbyjs/gatsby-starter-default; TryGhost/gatsby-starter-ghost,https://github.com/nemolize/gatsby-starter-netlify-cms/issues/5; https://github.com/quarkiverse/quarkus-roq/issues/1116; https://github.com/knightr-je0hn/Laravel/issues/1,2026-02-15,2026-08-14,GitHub Search API repo total_count + issue/PR updated in recent 180d,
Fly.io,"""Fly.io"" in:name,description,readme","""Fly.io""",113159,5403,21048,26451,0.1939,0.0581,False,False,False,serverless-dns/serverless-dns; fuergaosi233/wechat-chatgpt; superfly/flyctl; superfly/docs; superfly/fly-pr-review-apps,https://github.com/shishobooks/shisho/issues/441; https://github.com/Abdoh1100/Inventory/issues/36; https://github.com/Roaming-Eclipse-LLC/transit-live-map/issues/92,2026-02-15,2026-08-14,GitHub Search API repo total_count + issue/PR updated in recent 180d,
Laravel,"Laravel in:name,description,readme",Laravel,2482377,39701,132263,171964,4.3209,0.3966,False,False,False,laravel/laravel; openai-php/laravel; reliese/laravel; NativePHP/laravel; backup-manager/laravel,https://github.com/specsnl/agent-specs/issues/47; https://github.com/LuvPomPom/Proyecto-tienda-de-ropa/issues/16; https://github.com/LuvPomPom/Proyecto-tienda-de-ropa/issues/8,2026-02-15,2026-08-14,GitHub Search API repo total_count + issue/PR updated in recent 180d,
Haskell,"Haskell in:name,description,readme",Haskell,151523,9678,39127,48805,0.2608,0.1101,False,False,False,tensorflow/haskell; exercism/haskell; CypsscreekChant/haskell; TheAlgorithms/Haskell; kubernetes-client/haskell,https://github.com/Wilfred/difftastic/issues/1036; https://github.com/helvm/helma/issues/119; https://github.com/pgdogdev/pgdog/issues/1344,2026-02-15,2026-08-14,GitHub Search API repo total_count + issue/PR updated in recent 180d,
Zig,"Zig in:name,description,readme",Zig,74584,39788,119242,159030,0.1268,0.3665,False,False,False,ziglang/zig; valdiney/zig; TheAlgorithms/Zig; Koenkk/zigbee2mqtt.io; nullclaw/nullclaw,https://github.com/msgwing/ZeroSMTP/issues/100; https://github.com/zigcc/forum/issues/358; https://github.com/Praveen260205/Praveen-T-C-PROGRAMMING/issues/31,2026-02-15,2026-08-14,GitHub Search API repo total_count + issue/PR updated in recent 180d,
Deno,"Deno in:name,description,readme",Deno,140297,27708,373698,401406,0.2412,0.9304,False,False,False,denoland/deno; spotDL/spotify-downloader; tech-shrimp/gemini-playground; trueai-org/gemini; vercel-community/deno,https://github.com/mistyalderman1234-ship-it/Aura-Ambient-Focus-App/issues/6; https://github.com/hoodiecollin/forgedb/issues/53; https://github.com/radyakaze/api-hari-libur/issues/12,2026-02-15,2026-08-14,GitHub Search API repo total_count + issue/PR updated in recent 180d,
IIS,"IIS in:name,description,readme",IIS,88997,3873,10037,13910,0.1519,0.0289,False,False,False,sous-chefs/iis; tjanczuk/iisnode; jakubgarfield/Bonobo-Git-Server; dotnet/aspnetcore; irsdl/IIS-ShortName-Scanner,https://github.com/pacranga-del/HRMS/issues/6; https://github.com/PieterCooreman/ASPPY/issues/19; https://github.com/aws/aws-workload-credentials-provider/issues/229,2026-02-15,2026-08-14,GitHub Search API repo total_count + issue/PR updated in recent 180d,
TeamCity,"TeamCity in:name,description,readme",TeamCity,12981,3636,16273,19909,0.0194,0.0429,False,False,False,JetBrains/kotlin; iam-vikash/installation_scripts; nuke-build/nuke; JetBrains/MPS; testem/testem,https://github.com/steve-kaschimer/steve-kaschimer.github.io/issues/328; https://github.com/Deltares/Wflow.jl/issues/1022; https://github.com/LEEKIYOON-SEC/Argus-AI-Threat-Intelligence/issues/3450,2026-02-15,2026-08-14,GitHub Search API repo total_count + issue/PR updated in recent 180d,
GLSL,"GLSL in:name,description,readme",GLSL,51421,20903,23089,43992,0.0864,0.0989,False,False,False,KhronosGroup/GLSL; danielscherzer/GLSL; patriciogonzalezvivo/glslViewer; KhronosGroup/glslang; patriciogonzalezvivo/glslEditor,https://github.com/compiler-explorer/infra/issues/2299; https://github.com/Shamailkhan/Vulkan-Renderer-From-Scratch/issues/26; https://github.com/shawndeprey/lit/issues/48,2026-02-15,2026-08-14,GitHub Search API repo total_count + issue/PR updated in recent 180d,
Lucene,"Lucene in:name,description,readme",Lucene,25037,4227,10225,14452,0.0404,0.0302,False,False,False,apache/lucene; zzboy/lucene; apache/lucene-solr; doushini/lucene; apache/lucenenet,https://github.com/NVIDIA/cuvs/issues/2410; https://github.com/globalise-huygens/glob-portal-infomodel/issues/78; https://github.com/dainiusjocas/notes/issues/32,2026-02-15,2026-08-14,GitHub Search API repo total_count + issue/PR updated in recent 180d,
MLflow,"MLflow in:name,description,readme",MLflow,121213,7973,54422,62395,0.208,0.1417,False,False,False,mlflow/mlflow; TripathiAshutosh/mlflow; claimed-framework/claimed; mlflow/mlflow-example; krishnaik06/Perfect-Roadmap-To-Learn-Data-Science-In-2025,https://github.com/someonefromsomeplace/predictive-maintenance-mlops/issues/9; https://github.com/aupaysdesdata/MLOps_accidents/issues/54; https://github.com/rrbanda/agentlens/issues/40,2026-02-15,2026-08-14,GitHub Search API repo total_count + issue/PR updated in recent 180d,
Apache Pulsar,"""Apache Pulsar"" in:name,description,readme","""Apache Pulsar""",2787,617,3012,3629,0.0017,0.005,False,False,False,apache/pulsar; apache/pulsar-client-go; apache/pulsar-manager; apache/bookkeeper; apache/pulsar-site,https://github.com/risingwavelabs/risingwave/issues/26544; https://github.com/Lios404/Financial-Event-Streaming-Platform/issues/1; https://github.com/Vedanshu7/lens/issues/20,2026-02-15,2026-08-14,GitHub Search API repo total_count + issue/PR updated in recent 180d,
Flutter,"Flutter in:name,description,readme",Flutter,2862748,90451,304809,395260,4.9835,0.9161,False,False,False,flutter/flutter; wger-project/flutter; SimpleBoilerplates/Flutter; eccosuprastyo/flutter; mahmudahsan/flutter,https://github.com/marku-gumrat500/_light_dove/issues/1; https://github.com/ViscousPot/GitSync/issues/1216; https://github.com/blackfoxsociety2008-web/BLACK-RAY/issues/1,2026-02-15,2026-08-14,GitHub Search API repo total_count + issue/PR updated in recent 180d,
Babel,"Babel in:name,description,readme",Babel,7613999,32412,589711,622123,13.2598,1.4439,False,False,False,babel/babel; python-babel/babel; latex3/babel; funstory-ai/BabelDOC; babel/babel-loader,https://github.com/styled-components/babel-plugin-styled-components/issues/425; https://github.com/bitskc/tuunz-sales/issues/170; https://github.com/oras-project/oras-www/issues/580,2026-02-15,2026-08-14,GitHub Search API repo total_count + issue/PR updated in recent 180d,
Selenium,"Selenium in:name,description,readme",Selenium,769542,11467,60710,72177,1.3373,0.1645,False,False,False,SeleniumHQ/selenium; tebeka/selenium; SeleniumHQ/docker-selenium; seleniumbase/SeleniumBase; geektime-geekbang/Selenium,https://github.com/serbambr/yadpylesos/issues/5; https://github.com/aayeshariaz76-source/CalCom_CICD_Testing/issues/1; https://github.com/shaka-project/shaka-lab/issues/98,2026-02-15,2026-08-14,GitHub Search API repo total_count + issue/PR updated in recent 180d,
Material UI,"""material ui"" OR mui in:name,description,readme","""material ui"" OR mui",466224,24204,114332,138536,0.809,0.3188,False,False,False,mui/material-ui; dcloudio/mui; mui/material-ui-pickers; gregnb/mui-datatables; mui/mui-x,https://github.com/longjoel/sprite-cloud/issues/795; https://github.com/longjoel/sprite-cloud/issues/793; https://github.com/mui/toolpad/issues/5134,2026-02-15,2026-08-14,GitHub Search API repo total_count + issue/PR updated in recent 180d,
Storybook,"Storybook in:name,description,readme",Storybook,321967,38968,328709,367677,0.5577,0.852,False,False,False,storybookjs/storybook; nuxt-modules/storybook; jacomyal/sigma.js; tvldz/storybook; storybookjs/design-system,https://github.com/dso-toolkit/dso-toolkit/issues/3929; https://github.com/dso-toolkit/dso-toolkit/issues/3930; https://github.com/RamonAlcantaraArceo/petstore-ui/issues/36,2026-02-15,2026-08-14,GitHub Search API repo total_count + issue/PR updated in recent 180d,
TanStack,"TanStack in:name,description,readme",TanStack,341318,36722,251039,287761,0.5914,0.666,False,False,False,TanStack/query; TanStack/table; TanStack/router; TanStack/tanstack.com; TanStack/form,https://github.com/tbuchannan/steward/issues/77; https://github.com/RMBetterDevelopers/news-weather-feed/issues/19; https://github.com/dannygoodacre/trade-scope/issues/5,2026-02-15,2026-08-14,GitHub Search API repo total_count + issue/PR updated in recent 180d,
